entity_id,entity_label,relation_id,Question
Q3183476,Jonathan Tabu,P413,what position does jonathan tabu play in basketball
Q237235,Edith Pargeter,R50,what a popular piece by ellis peters
Q276130,Mitchell Leisen,R57,what movie is by the director mitchell leisen
Q6173664,Angela Azul Torres,P27,What is Angela Torres' nationality
Q3181327,John Davidson,P20,Where did john davidson die
Q1175457,Meghan O'Rourke,P27,What is meghan orourke nationality
Q16216079,Jimmy Serrano,P413,what position did jimmy serrano play in baseball
Q1451159,Orgy,R175,What an album from orgy
Q5881581,Hollis McLaren,P19,what is hollis mclaren birth place 
Q7496995,Shimon Sheves,P21,is shimon sheves male or female
Q7424438,Saroj Nalini Dutt,P20,in which indian city did saroj nalini dutt die
Q3076668,Snapphanar,P495,where the tv show snapphanar from
Q1176842,Might and Magic VI: The Mandate of Heaven,P178,who was the developer of might and magic vi: the mandate of heaven 
Q5339409,Edmund De Wind,P19,where is edmund de wind place of birth 
Q183092,Merle Haggard,R175,What album is by the artist Merle Haggard
Q253926,Marilynne Robinson,R50,what is one of marilynne robinson written works 
Q1168292,Other People Money,P136,what popular genre does other peoples money belong to
Q853630,slasher film,R136,What is the name of a slasher film
Q6223414,John Brougham,P19,Where was john brougham born
Q3528518,Mike Gatting,P106,What profession was mike gatting famous for
Q699062,Marcus Haber,P413,What soccer position does marcus haber play
Q7953856,WOKI,P1408,Name a city in Tennessee that broadcasts woki
Q121899,Jane Lindskold,R50,What is the name of a book that jane lindskold wrote
Q375998,Giovanni Pascoli,P20,Where was giovanni pascoli deceased
Q296491,George Sanders,P509,What did celebrity george sanders die from
Q8060495,Yuji Fujikawa,P27,Where is yuji fujikawa from
Q524711,Jonathan Lynn,R58,Name a film written by jonathan lynn
Q4731007,Allan Trautman,P19,what is allan trautman place of birth
Q14317024,True Story,P495,What is the country of origin of the film true story
Q2127397,The Fourth Man,P58,Who wrote the story to the fourth man
Q649615,Juan Antonio Lavalleja,P20,where did juan antonio lavalleja life end
Q103917,Steven Soderbergh,R57,what films did steven soderbergh direct
Q5189371,Crown Hill Cemetery,R119,Name someone buried in crown hill cemetery
Q16734273,Yash A Patnaik,P27,What nation is yash a patnaik from
Q133578,Bill Monroe,P20,where did bill monroe kick the bucket
Q336286,defender,R413,who plays defender on a romanian football team
Q804434,Bleach: Memories of Nobody,P495,what country is bleach: memories of nobody from
Q588087,Len Soccio,P19,where was len soccio born
Q1080701,Decalogue X,P58,who was the writer of the film decalogue x
Q1107800,Cold Fever,P364,what language is cold fever filmed in
Q183027,Mount Garibaldi,P138,who was named after mount garibaldi
Q273199,shooting guard,R413,who plays shooting guard
Q887716,Leonard Wood,P19,where was leonard wood born at
Q6837710,Michigan State Spartans football,P641,what sport does michigan state spartans football play
Q6729563,Mag Ruffman,P21,what gender is mag ruffman
Q4573,Sean Connery,P40,who is the child of sean connery
Q4916110,Birds of Prey,P136,What type of game is birds of prey
Q13723965,Hell Comes to Your Heart,P175,who is the singer of hell comes to your heart
Q517,Napoleon,R40,who was napoleon father
Q49085,African Americans,R172,What is the name of someone of african american ethnicity
Q6581097,male,R21,Who is a male character on days of our lives
Q35738,Frida,P58,who is the writer for frida
Q193592,midfielder,R413,what position does midfielder play 
Q1050298,Super Mario 3D Land,P136,What genre of cvg is super mario 3d land
Q711370,Arthur Schmidt,R1040,which comedy films did arthur schmidt edited
Q6174834,Jeff Rohrer,P19,What is the birth place of jeff rohrer
Q1348974,No Regrets for Our Youth,P136,What kind of film is no regrets for our youth
Q5436357,Farrukh Fateh Ali Khan,P21,what is the gender of farrukh fateh ali khan
Q6943981,Mutlu Onaral,P21,what gender is mutlu onaral 
Q543833,uilleann pipes,R1303,who one person who plays the uilleann pipes
Q698951,James Wong,R57,What a tv episode directed by james wong (producer)
Q1093283,The Green Years,P58,Who wrote the story for the movie the green years
Q3576621,Sailors Beware,P58,who wrote sailors beware
Q457060,Kele Okereke,P264,what company is kele okereke with
Q6780609,Mary Ritter Beard,P19,what city in indiana was mary ritter beard born
Q6228508,John Dandridge,P40,who is john dandridge daughter
Q213812,Babe Ruth,P509,how did babe ruth die
Q1016263,Exton,R19,which football player was born in exton
Q1291456,Edward My Son,P364,is edward my son in the english language or in french
Q7408091,Sam Rosenthal,R112,what organization is founded by sam rosenthal
Q1620251,Viva Pinata: Trouble in Paradise,P123,What company published the game viva pinata: trouble in paradise
Q1129534,Norbit,P58,who wrote the movie norbit
Q16973923,Divorce Corp,P495,what country released the movie divorce corp
Q4932283,Bob DiPiero,P19,bob dipiero place of birth is where
Q1209671,Dick Garmaker,P27,which country is dick garmaker from
Q4822171,Aurealis,P136,What genre is aurealis
Q12152,myocardial infarction,R509,which french singer died of myocardial infarction
Q6326762,Liviu Dream,P364,whats the primary language of the film  liviu dream
Q711177,Du Feng,P413,which position does du feng play
Q3290990,Maria Mauban,P19,Where was maria mauban born
Q886597,The Texas Chain Saw Massacre,P86,Who made the music for the texas chain saw massacre
Q1794108,Football Manager Live,P178,who developed football manager live
Q551307,Anja Topf,P27,what is the nationality of anja topf 
Q87457,Ernst Dohm,P19,Where is ernst dohm from
Q628613,Jerry Smith,P19,where was jerry smith born
Q2309994,Empire Records,P495,Where was empire records released
Q498390,James McCartney,P1303,What instrument is james mccartney most notable for
Q651454,TriStar Pictures,R272,what film is under tristar pictures
Q17,Japan,R17,what administrative division is found in Japan
Q42448,Sheffield,R19,Name a musician born in sheffield
Q154821,4902 Thessandrus,P196,Which asteroid group is 4902 thessandrus a member of
Q161400,Resident Evil: Apocalypse,P495,what country made resident evil: apocalypse
Q846544,disaster film,R136,What an example of a disaster film
Q361661,Birdman,R175,What is a birdman album
Q521188,$999,P136,what type of film is the $999 movie
Q7617522,Stir,P264,what labels have stir been signed to
Q6403123,Khurshed Alam Khan,P140,what khurshed alam khan religion
Q280658,forward,R413,Who is known for playing as forward on a professional football team
Q4541116,(12693) 1989 EZ,P196,What type of asteroid group is (12693) 1989 ez a part of
Q3210392,The Legend of Hell House,P495,where in europe is the legend of hell house takes place in
Q1754902,The Traveling Wilburys Collection,P175,who created the album the traveling wilburys collection
Q6023439,Moonrise,P136,what kinds of music is moonrise
Q2066933,Freeheld,P136,what type of film is freeheld
Q2575299,Carlos Francisco de Croix marques de Croix,P27,What country is carlos francisco de croix marques de croix from
Q36834,composer,R106,Who is your favorite composer
Q3987425,The Grey Fox,P364,what language is spoken in the film the grey fox
Q598160,NBA Showtime: NBA on NBC,P404,name a gameplay mode in which nba showtime: nba on nbc can be played
Q91645,Wolfgang Finkelnburg,P27,Where is wolfgang finkelnburg from
Q97817,Otto Perutz,P20,in which city did otto perutz die
Q1423551,Reflections in a Golden Eye,P57,Who directed the film reflections in a golden eye
Q2341615,The Shrink Is In,P495,which country was the shrink is in released in first
Q7955395,WRVR,P1408,what area is wrvr broadcated in 
Q450640,Deborah Henson-Conant,P27,what nationality is deborah henson
Q1625954,Thomas W Harrison,P20,where did thomas w harrison die
Q280658,forward,R413,who is an american forward 
Q1297,Chicago,R19,which famous bodyguard was born in chicago
Q1492,Barcelona,R19,Who was born in barcelona
Q152110,3768 Monroe,P31,What is 3768 monroe
Q748754,Fallout: Brotherhood of Steel,P179,fallout: brotherhood of steel is part of what gaming series
Q4932127,Bob Cooney,P19,Where was bob cooney born
Q5290983,Dominik Picak,P413,what position does dominik picak play for the NK Slaven Belupo
Q2988912,Ales Steger,P19,where was ales Steger born 
Q316431,R A Salvatore,R50,what work was  robert anthony salvatore the author of
Q3048622,Edward M Kennedy Jr,P140,Which religion does edward m kennedy jr practice
Q1048902,pitcher,R413,who is charged of pitcher
Q3472181,Mystics in Bali,P364,which language is used in mystics in bali
Q16829928,Dog Society,P136,Which genre of music does the dog society create
Q12037816,Miroslav Etzler,P27,Which nation is miroslav etzler originally from
Q936421,Jaan-E-Mann,P86,Name the music director of the Bollywood romantic comedy jaan-e-mann
Q1367950,Joaquim Homs,P19,which city was joaquim homs born
Q7045000,No Stars Just Talent,P136,what types of music is no stars just talent
Q7191407,Pieces of Me,P175,what artist made the album pieces of me
Q126941,J Michael Straczynski,R58,What film did j michael straczynski write
Q324321,Henri Lopes,P19,where was henri lopes given birth to
Q76707,Wilhelm Eduard Weber,R138,What was named after wilhelm eduard weber
Q1906085,Marvin Hatley,R86,marvin hatley contributed music to which movie
Q5345479,Edward Stourton,P19,Which city was edward stourton born in
Q830000,Joseph A Wright,P27,What nation is joseph a wright from
Q6076598,Isaac Keys,P21,what gender is isaac keys
Q1332599,Luis Bacalov,P27,where is luis bacalov from
Q555100,Cedric Maxwell,P27,Where is cedric maxwell from
Q280658,forward,R413,who plays as a forward in football
Q3893121,Pandaemonium,P136,what type of movie is the pandaemonium
Q7824551,Top Girls,P50,Who the author of top girls
Q280658,forward,R413,who is an example of a forward football player
Q17027346,Nuregami kenpo,P495,Where was nuregami kenpo filmed
Q639669,musician,R106,Name a person that is a musician
Q4757800,Andrew Love,P19,which state was andrew love born
Q6074106,Irv Comp,P20,Where did irv comp die
Q6162005,Jason Beckford,P413,what position does jason beckford play in soccer
Q15955154,Gavyn Bailey,P19,where was gavyn bailey born
Q16608398,Mohamed Safwat,P21,what is mohamed safwat gender
Q763057,Henry B Steagall,P20,whats the name of the city where  henry b steagall died
Q5515946,Gabriela Bustelo,P27,which country gives gabriela bustelo her nationality
Q159457,Faro,R19,Who is someone born in faro
Q6532714,Let It Be Me,P136,What genre is let it be me
Q7729908,The Devil Daughter,P495,which country did the devils daughter come from 
Q5482667,Francis W Gillet,P20,which city did francis warrington gillet die
Q190575,Un Chien Andalou,P58,who wrote un chien andalou
Q3181380,John Drainie,P20,Where did john drainie die
Q2609302,Go to Sleep,P175,what group recorded the album go to sleep
Q5640897,Hal Quick,P19,where was hal quick born
Q7728474,The Curse of the Aztec Mummy,P136,what types of movie is curse of the aztec mummy in netflix
Q1992523,J Jonah Jameson,P21,what was the fictional character j jonah jameson gender
Q3130,Sydney,R19,What speedway driver was born in sydney
Q326239,Barry Seal,P19,where was barry seal born 
Q188473,action film,R136,What an example of an action film
Q626869,Damaso Espino,P413,what position does damaso espino play in baseball
Q5102619,Chiyako Shimada,P19,what location was chiyako shimada born in
Q5605581,Greg Frewin,P19,where was greg frewin born 
Q1058390,Tony Currenti,P27,what is the nationality of tony currenti
Q1343213,Peter Tatchell,P140,What is the religion of peter tatchell
Q7296390,Raven,P19,Where was raven born
Q65,Los Angeles,R19,Which tv and film editors were born in los angeles
Q227444,Zu Chongzhi,P21,what is the gender of zu chongzhi
Q179385,Greenwich,R19,who was born in greenwich
Q193592,midfielder,R413,who played midfielder
Q909812,Ridge Racer 6,P404,how can the game ridge racer 6 be played
Q1851378,Money Talks,P57,who directed the movie money talks
Q343568,action-adventure game,R136,What is an example of a action-adventure game
Q4191,Lucerne,R19,who were born in lucerne
Q478143,Seraphin: Heart of Stone,P136,is seraphin: un homme et son peche a drama or action film on netflix
Q267393,Andrea Barber,P106,Name Andrea Barber profession
Q1158838,Jose Fidalgo,P19,Where was jose fidalgo born
Q845765,Fright Night,P175,Who is the artist of fright night (album)
Q5280424,Direction,P136,what kind of music can be found on the album direction
Q6891317,Mohamed Khaled Belabbas,P106,What is the profession of Mohamed Khaled Belabbas
Q572736,Force 10 from Navarone,P58,who wrote the story for the film force 10 from navarone
Q6962901,Nancy Opel,P106,what is nancy opel profession
Q23661,Wellington,R19,who is a football referee born in wellington
Q169906,Jacques Lacan,R112,What was the organization founded by jacques lacan
Q49261,Mesa,P421,what time zone is  mesa in
Q49233,Orlando,P131,Which county is orlando florida located in
Q229282,Katharine McPhee,P27,which country is katharine mcphee from 
Q494494,Franklin County,R131,where is franklin county
