entity_id,entity_label,relation_id,Question
Q6788577,Matt Doughty,P27,which nationality is matt doughty
Q525,Sun,P398,What orbits the sun
Q4850077,Balaraju Katha,P57,who directed balaraju katha
Q719766,Ted Joans,P20,Where did ted joans die
Q730490,Scott Weinrich,P136,What type of music does scott weinrich write
Q1043600,Carmen,P264,What label did carmen record with 
Q584226,Underclass Hero,P136,Which genre of music is on the album titled underclass hero
Q6024866,Indila,P19,Where was indila born
Q7642979,Super ae,P175,Who made the album super ae
Q336286,defender,R413,whos someone who plays defender on a football team
Q745238,Paul Sorensen,P20,what is paul sorensen place of birth 
Q201330,goalkeeper,R413,Name a goalkeeper
Q3711,Belgrade,R19,name a person who was born in belgrade
Q4160546,Julie Johnson,P136,which netflix genre is the title julie johnson about
Q11399,rock music,R136,Name a rock band 
Q855091,guitarist,R106,Name a guitarist
Q1602633,Hell on Wheels,P136,what type of television show is hell on wheels
Q519752,Nagaru Tanigawa,R170,which fictional character did nagaru tanigawa create
Q6210897,Joe Leeway,P264,what company has joe leeway signed with
Q108597,Dave Brubeck,P136,what type of must does dave brubeck play
Q9358,Friedrich Nietzsche,P738,Who did friedrich nietzsche influence
Q11817500,Piotr Grabowski,P19,Where was piotr grabowski born
Q1397901,Cleopatra Records,R264,Name an artist signed to Cleopatra Records
Q11792043,Niki Sullivan,P1303,what instrument did niki sullivan play
Q3282103,Alternate Takes,P136,what kind of music is alternate takes
Q6502807,Lavoura Arcaica,P495,what country is lavoura arcaica
Q845102,Rumble Fish,P144,What did rumble fish adapt from
Q497871,Clarendon County,R131,What town is located in clarendon county
Q1358540,Spiral,P136,what type of movie is spiral
Q11399,rock music,R136,what was Suzi Quatro sixth rock music album
Q5692662,Heartbreak,P175,Who recorded the album heartbreak
Q4840448,Bad Timing,P136,what musical genre is the album  bad timing
Q3067976,Miki 1,P136,is miki 1 j-pop or k-pop
Q639301,Yello,R175,What is the name of an album from yello
Q147739,Izmail,R19,what is the name of someone born in izmail
Q156622,Giorgio de Chirico,P737,who was giorgio de chirico influenced by
Q1579557,Hans Freudenberg,P21,what sex is hans freudenberg
Q2464198,I Can't Explain,P86,who was the composer of  i cant explain
Q20921,Daejeon,R19,Who was born in daejeon
Q358052,Adler Planetarium,P112,who was the founder of adler planetarium
Q642988,Jimmy Eat World,R175,what album is produced by jimmy eat world
Q459813,Bracket,P136,what genre is bracket
Q2570790,Metro Station,P136,What genre of music is the album metro station
Q15971215,Arthur George Hammond,P19,where was arthur george hammond born
Q865498,Powerpuff Girls Z,P136,powerpuff girls z is what type of tv show
Q625552,Francis Lister,P21,what is the sex of francis lister
Q5043574,Carmen Sandiego: The Secret of the Stolen Drums,P136,what kind of video game is carmen sandiego: the secret of the stolen drums
Q6513474,Lee Dong-sik,P413,What soccer position does lee dong-sik hold
Q167856,James Fenimore Cooper,P737,who was influenced james fenimore cooper
Q7774455,The White Abacus,P364,What is the original language of the white abacus
Q7742,Louis XIV of France,P138,What is louis xiv of france named after
Q251098,The Donna Summer Anthology,P175,who is the artist of the donna summer anthology
Q5287,Japanese,R136,what films on netflix are in the japanese language
Q313105,Crush,P136,what is the music on crush called
Q5020977,California Solo,P1431,who is the executive producer of california solo
Q887973,Bob Haney,R170,What characters has bob haney created
Q1066019,Charles Schnee,P20,What city in southern california did charles schnee die in
Q2256891,Nothing,P175,who is the singer of nothing
Q772867,Robert Paynter,R344,What film was done by the cinematographer robert paynter
Q1048902,pitcher,R413,Who played pitcher for the oakland a
Q40738,Bursa,R19,Who an actress born in bursa
Q5516790,Gagame Feni,P413,What football position does gagame feni play
Q4965886,Brick Bradford,P136,what kind of film is brick bradford
Q2907467,Pinchas Goldschmidt,P21,what sex is pinchas goldschmidt
Q6316446,Just When You're Thinkin' Things Over,P407,what language is just when you're thinkin' things over witten
Q5671745,Coup at Daybreak,P495,in what country did the film amanecio de golpe take place 
Q130232,drama film,R136,what are examples of dramas
Q3086901,Fred Mollin,P27,what country gives fred mollin his nationality
Q136780,1176 Lucidor,P31,what kind of astrological body is 1176 lucidor
Q34740,genus,R105,what is the organism classification of genus
Q296796,Dino De Laurentiis,R162,What film is produced by Dino de Laurentils
Q903257,Peggy Sue Got Married,P495,which country is the film peggy sue got married released in
Q311256,Richard Marx,R676,what lyrics were written by richard marx
Q2297364,Teenage Mutant Ninja Turtles: Turtles in Time,P178,what company created teenage mutant ninja turtles: turtles in time
Q13526,Thomas Robert Malthus,P737,What philosopher influenced thomas robert malthus
Q12054356,Silas Casey,P27,which country is silas casey from
Q6883544,Mitti,P495,which country was mitti made in
Q5434617,Far Wes,P175,Far wes is an album by what guitarist
Q234216,Bethany Hamilton,P19,Where did the birth of bethany hamilton take place
Q5432653,False Memory,P136,"What is the genre of the book ""False Memory"""
Q4995475,Ruby Rodriguez,P106,What does ruby rodriguez do professionally
Q1372074,Josh Ritter,P136,what genre does the artist josh ritter perform
Q7253245,Hateful But Once Again,P136,what is hateful but once again genre of tv
Q183504,indie rock,R136,what is an indie rock album
Q647282,La terrazza,P57,who directed the film la terrazza
Q25372,drama,R136,what is a drama show
Q2085736,The World,P136,what kind of movie is the world
Q3696310,Cover Ups,P136,What kind of punk music do the cover ups play
Q1763846,The Road to You,P175,who is the musician that created the road to you
Q2784843,Raymond Bossaerts,P21,What is raymond bossaerts gender
Q1954478,Anything Is Possible,P136,Which genre is the album anything is possible
Q185029,first-person shooter,R136,What is the name of a first-person shooter game
Q1332068,French Section of the Workers' International,P1142,What ideology is the French section of the workers international political party
Q9256,Andromeda,R59,The constellation andromeda (constellation) is located where
Q32277,Virgin Atlantic,P113,which airport is hub for virgin atlantic
Q3829187,Three Guys Named Mike,P495,What country produced the film Three Guys Named Mike
Q2709864,41800 Robwilliams,P397,what does  41800 robwilliams orbit
Q7080559,Oh What a Beautiful Morning,P175,who released oh what a beautiful morning
Q11863501,Hobitit,P364,What language is used in the tv program hobitit
Q238912,Lindsay Crouse,P140,Which religion does lindsay crouse practice
Q4808260,Asrael,P136,What genre of music is the album asrael
Q894846,Mission to Moscow,P57,Who directed the film mission to moscow
Q362,World War II,R607,who was a prominent figure in world war ii
Q1764292,Robinsonekspedisjonen,P495,what country did the tv show  robinsonekspedisjonen come from
Q1324620,The Haunted World of El Superbeasto,P136,is the haunted world of el superbeasto a monster movie or about love
Q71073,Gustav Schubler,P172,What is the ethnicity of gustav schubler
Q1348354,Transformers: Armada,P136,What kind of tv program is transformers: armada
Q596110,Fuji River,P403,What is the mouth of the fuji river
Q3345812,Noel Dorion,P140,Which religion did noel dorion identify
Q823107,Bernardsville,P131,which country locates bernardsville new jersey
Q305191,Domestica,P136,What genre of music is the album domestica
Q7069487,Number 17,P364,in what language was number 17 filmed in 
Q7710804,Tharon Musser,P20,where was the place that tharon musser died 
Q1050571,catcher,R413,whats the name of baseball catcher
Q2467066,Yoshimar Yotun,P21,What gender is yoshimar yotun
Q817138,electronica,R136,what is a type of electronica music
Q4992663,Pet Pals: Animal Doctor,P123,who publishes the game pet pals: animal doctor
Q6415432,Kirk Fox,P19,where in southern california was kirk fox born
Q1782272,Karate Kommandos,P495,Where does karate kommandos come from
Q5650321,Hans Kraus,P27,What is Hans Kraus' nationality
Q669818,The Gourds,P264,who is the gourds signed with
Q669655,3017 Petrovic,P31,is 3017 petrovic an asteroid or a star
Q57231,Tom Tykwer,R162,what film did tom tykwer produce
Q3057306,Ernie Hudson Jr,P19,Which state is ernie hudson jr from
Q2301826,The White Tiger,P364,What was the original language of the book  the white tiger: a novel
Q7754662,The Ocean Blue,P136,what kind of music does the ocean blue make
Q7512963,Significant Others,P155,what is the previous work on significant others
Q266473,Una Merkel,P20,where did una merkel spend his last day alive
Q1792,Gdansk,R19,who was born in gdansk
Q836269,U-736,P289,Which type of ship is the unterseeboot 736
Q5510498,Futbolilits,P364,What language is futbolilits in
Q606594,Maryland Heights,P131,which county is maryland heights missouri in 
Q1274453,Michael Tollin,R57,What film did mike tollin direct
Q7033389,Night Owl,P136,what type of movie is night owl
Q7865507,UPL,R178,who is the cvg developer of upl
Q5907306,Hosea Taylor,P27,what country is hosea taylor a citizen of
Q2092920,Levon Sayan,P21,what gender is levon sayan
Q763858,The Fatal Mallet,P162,who produced the film the fatal mallet
Q4004081,Un tango dalla Russia,P495,What country is the film un tango dalla russia from
Q7373491,Roy White,P413,what position does roy white play
Q206159,psychedelic rock,R136,What is the name of a psychedelic rock album
Q23633,HBO,R272,What an example of an hbo film
Q5126643,Clarence Lee Swartz,P27,what is the nationality of clarence lee swartz
Q1513688,Greek Revival architecture,R149,what church is an example of greek revival architecture
Q10339439,The Mystery of Sintra,P136,what kind of film is o misterio da estrada de sintra
Q967207,Lucian Pintilie,R162,What a flim lucian pintilie was a producer on
Q768647,The Fortunate Pilgrim,P136,what kind of book is the fortunate pilgrim
Q11272426,Transfiguration Church Krolevets,R136,which korean action tv show is about coast guards
Q7757380,The Planet on the Table,P136,what genre is the book the planet on the table
Q2020013,Kathryn Forbes,P27,what is kathryn forbes nationality
Q2422421,Micheal O Domhnaill,P27,which country is micheal O domhnaill from
Q6428974,Kondaveeti Raja,P136,what kind of film is kondaveeti raja
Q1580597,Holiday,P136,what genre is holiday
Q6893603,Mohan Upreti,P19,Where was mohan upreti born
Q5011312,CHRK-FM,P1408,what area does chrk-fm serve
Q6174722,Jeff Price,P27,What country is jeff price a citizen of
Q1026685,Wellington,R19,Name a person born in Wellington
Q5671493,Harry Pattee,P413,which infield position did harry pattee play
Q1368417,Wally Herger,P27,which country is wally herger from
Q538543,Jimmie Vaughan,P136,what kind of music is made by jimmie vaughan
Q3489435,Tubular Bells III Live,P86,tubular bells iii live was a live concert video by who
Q160778,Kai Hansen,P19,What is the place of birth of kai hansen
Q877473,Jorg Hahnel,P413,What position does jorg hahnel play
Q128708,Alexander Mackenzie,P21,is alexander mackenzie male or female
Q676538,Armageddon 2419 AD,P136,what is the genre of armageddon 2419 ad
Q967492,Sharon,P421,which time zone is sharon in 
Q6516810,Left Behind: Eternal Forces,P404,What gameplay mode is left behind: eternal forces
Q11399,rock music,R136,what are examples of rock music albums
Q16218622,Willie Limond,P21,what is willie limond gender
Q16005865,John Platt,P27,form what country is john platt from
Q2150804,Kim Weiskopf,P21,Is kim weiskopf female or male
Q831593,Johann Adam Ackermann,P27,Where is johann adam ackermann from
Q486043,Benzie County,R131,whats the name of a lake in benzie county michigan
Q525,Sun,P398,What is the name of a spae object that orbits the sun
Q207544,L Frank Baum,P40,Who is a child of l frank baum
Q315346,Thomas Moore,P19,where was thomas moore born
Q4974307,Brook Andrew,P172,what is the ethnicity of  brook andrew
Q538274,Faceless,P136,What kind of metal is featured on the album faceless
Q457010,Igor Kipnis,P1303,which musical instrument did igor kipnis play
Q585659,Quintin Berry,P21,which gender is quintin berry
Q2449461,A Woman,P162,who produced the film a woman
Q360589,Joseph Calasanz,P140,what is joseph calasanz religion 
Q213572,Neue Deutsche Harte,R136,What is the name of an artist from the neue deutsche harte genre
Q3287722,Marc-Eric Guei,P27,what coast does was nominated for Classical Album of the Year declare nationality
